gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
LINC01372	ENSG00000235475.1	gene	lincRNA	LINC01372	chr7	-0.185544523454952	2.62425911362339	-2.14604025121318	0.0331222330834168	0.0742727571104173	-4.10007007694122
MMD	ENSG00000108960.7	gene	protein_coding	MMD	chr17	-0.31069863302305	7.30472303176269	-2.19749451935956	0.0291788270232008	0.0675600363032428	-4.10023412135762
RERG	ENSG00000134533.6	gene	protein_coding	RERG	chr12	-0.225826331040416	3.77056469638641	-2.22868813174331	0.0269919617864872	0.0636043031733883	-4.10041831932628
CACNA2D2	ENSG00000007402.11	gene	protein_coding	CACNA2D2	chr3	-0.214070058105862	2.96562403966483	-2.19188097579229	0.0295882756689506	0.0682482695321926	-4.10061058300088
YIF1B	ENSG00000167645.16	gene	protein_coding	YIF1B	chr19	0.114294166066472	6.08186785066032	2.23497128872959	0.0265691517998245	0.0628331515639318	-4.1006306166205
AC005593.2	ENSG00000279584.1	gene	TEC	AC005593.2	chr5	-0.194763548568323	1.18491345935753	-2.07358640029628	0.0394494194116589	0.0847934577860231	-4.10071567995347
ZNF415	ENSG00000170954.11	gene	protein_coding	ZNF415	chr19	0.115059729559386	4.69318631548957	2.24622510639292	0.0258262520896224	0.0614821280594268	-4.10075562474107
PAIP1	ENSG00000172239.13	gene	protein_coding	PAIP1	chr5	0.0795717063119339	5.85372879763989	2.24214043305664	0.0260937745619569	0.06196112206212	-4.10082857848505
RP1-102E24.1	ENSG00000213942.3	gene	processed_pseudogene	RP1-102E24.1	chr12	-0.222041470173084	1.17158835841969	-2.0778889481991	0.0390467062399939	0.084138372404486	-4.10129159620601
RPL34P27	ENSG00000232858.1	gene	processed_pseudogene	RPL34P27	chr13	-0.248040831038587	1.44108324573176	-2.09495510817113	0.0374838140735297	0.0815652621777103	-4.10188185798277
OCLM	ENSG00000262180.1	gene	protein_coding	OCLM	chr1	-0.190441191312896	1.2176060856998	-2.0700112660439	0.0397867455873547	0.0853023898607984	-4.10290660338084
TTN	ENSG00000155657.26	gene	protein_coding	TTN	chr2	-0.18224191951223	1.09552119627096	-2.07968502544508	0.0388796396241547	0.0838823829081923	-4.10368064321659
KPRP	ENSG00000203786.6	gene	protein_coding	KPRP	chr1	-0.211357422117151	0.877361554210718	-2.07284253930604	0.0395194029541762	0.08490878434079	-4.10400207670747
SCUBE3	ENSG00000146197.8	gene	protein_coding	SCUBE3	chr6	-0.201608910182516	1.41707525244148	-2.08380961563768	0.0384982955482987	0.0832515803653104	-4.10411749214341
IFT46	ENSG00000118096.7	gene	protein_coding	IFT46	chr11	0.141436459422875	5.36012020440545	2.24639424541355	0.0258152261889392	0.0614821280594268	-4.10521076959898
C15orf56	ENSG00000176753.5	gene	processed_transcript	C15orf56	chr15	-0.167897883029454	1.22241017099959	-2.07173500356654	0.0396237983302764	0.0850729803543614	-4.10550682242388
OCRL	ENSG00000122126.15	gene	protein_coding	OCRL	chrX	-0.200936528203172	5.38906098416437	-2.23897525475923	0.0263027324429613	0.0623626804123076	-4.10576518455336
RN7SL244P	ENSG00000242865.3	gene	misc_RNA	RN7SL244P	chr6	-0.209621010145728	1.11115015531262	-2.06735136421459	0.0400393140275664	0.0856777933413097	-4.10576755744258
GEMIN4	ENSG00000179409.10	gene	protein_coding	GEMIN4	chr17	-0.0795557209230888	2.84129018217661	-2.17087964054898	0.0311645753026798	0.0708696249288905	-4.1058810687806
RP11-84A14.4	ENSG00000228150.1	gene	sense_intronic	RP11-84A14.4	chr1	-0.224713025253146	1.16551941704407	-2.07605615925296	0.0392178207679724	0.0843800476905527	-4.10596617230148
IL17RC	ENSG00000163702.18	gene	protein_coding	IL17RC	chr3	-0.16700050416781	5.08173654353	-2.24706511805015	0.0257715334779948	0.0614064645499573	-4.10695239806364
MIR3934	ENSG00000266509.1	gene	miRNA	MIR3934	chr6	-0.260234535338591	1.39218648041336	-2.10315578102684	0.0367520945897755	0.0804209616045647	-4.10715208387524
ZNF835	ENSG00000127903.13	gene	protein_coding	ZNF835	chr19	-0.121016258276816	2.95531700776352	-2.1681663891067	0.0313734297918785	0.0712646388606482	-4.10739514814104
CTD-2376I4.1	ENSG00000271926.1	gene	lincRNA	CTD-2376I4.1	chr5	-0.186046915383411	1.2459018769417	-2.07628170514351	0.0391967285771851	0.0843489649397146	-4.10755815785393
PDCD6IPP1	ENSG00000275325.4	gene	transcribed_unprocessed_pseudogene	PDCD6IPP1	chr15	-0.195891022417389	1.1791341249789	-2.0762724481169	0.0391975940678924	0.0843489649397146	-4.10764691043325
TGS1	ENSG00000137574.10	gene	protein_coding	TGS1	chr8	-0.0982674314266561	3.5377374827436	-2.20124834738043	0.0289077746072545	0.0670472980166351	-4.10765866932606
RP1-197B17.7	ENSG00000280054.1	gene	TEC	RP1-197B17.7	chr12	-0.228147249759148	2.1409229430032	-2.10230937059459	0.0368270452211732	0.0805612309145068	-4.10776180510363
GOSR1	ENSG00000108587.15	gene	protein_coding	GOSR1	chr17	-0.0628773695592137	4.26137776879067	-2.23749341129712	0.0264010602037155	0.0625496679045858	-4.10805709760261
ABHD5	ENSG00000011198.7	gene	protein_coding	ABHD5	chr3	0.150700562277651	3.64512263947274	2.19794850063518	0.0291459296914649	0.0675128393158701	-4.10829809721816
NEUROD1	ENSG00000162992.3	gene	protein_coding	NEUROD1	chr2	-0.429217321929349	3.77625318758373	-2.23558950044307	0.0265278639536071	0.0627811261045067	-4.10858791958709
RP11-676J12.6	ENSG00000262133.1	gene	antisense	RP11-676J12.6	chr17	-0.237443070011242	0.902814943602998	-2.06366241106267	0.0403918629090094	0.086270797781679	-4.1092389472257
KISS1R	ENSG00000116014.9	gene	protein_coding	KISS1R	chr19	-0.371759401247543	1.47526520720666	-2.08648602477592	0.038252562541774	0.0828527416221278	-4.11016303513094
TRPM3	ENSG00000083067.22	gene	protein_coding	TRPM3	chr9	-0.199418949544477	2.88514718930454	-2.1741560011212	0.0309139786968807	0.0704446100679131	-4.1102804972327
SCRT1	ENSG00000261678.2	gene	protein_coding	SCRT1	chr8	-0.385362393775595	5.57244770146084	-2.23029991569166	0.0268829461648108	0.0633965377716241	-4.11069166544969
RP1-12G14.7	ENSG00000233330.1	gene	antisense	RP1-12G14.7	chr6	-0.194675802866704	1.83322039138412	-2.10391178709361	0.0366852601242075	0.0803105064673784	-4.11083405365565
COX6CP1	ENSG00000260318.1	gene	processed_pseudogene	COX6CP1	chr16	-0.219002347804697	0.974440344851993	-2.06237696640779	0.0405153329782898	0.0864834226497448	-4.11093239861092
RP1-232L24.3	ENSG00000231533.1	gene	lincRNA	RP1-232L24.3	chr6	0.248810667832113	3.24026428704627	2.17209874075113	0.0310711263818242	0.070723220588435	-4.11118811706753
MUL1	ENSG00000090432.6	gene	protein_coding	MUL1	chr1	0.110487489499635	5.22308471357014	2.24210664609007	0.0260959974422747	0.06196112206212	-4.11167278271599
TAC3	ENSG00000166863.11	gene	protein_coding	TAC3	chr12	-0.402058443640234	3.38573844719315	-2.22898030570779	0.0269721716326612	0.0635761418157962	-4.11196945111823
TUBA4A	ENSG00000127824.13	gene	protein_coding	TUBA4A	chr2	-0.479518507193553	6.91743495234448	-2.18734123003137	0.0299230352680671	0.068824678395923	-4.11207122574164
RP11-792A8.3	ENSG00000271064.1	gene	processed_pseudogene	RP11-792A8.3	chr7	-0.217716311772191	1.16735907763045	-2.06875499640402	0.0399058631802515	0.0854626388326138	-4.11213461825842
CDCP1	ENSG00000163814.7	gene	protein_coding	CDCP1	chr3	-0.195748610329291	1.36298547101437	-2.0795704662305	0.0388902773337841	0.0838892770310088	-4.11231355424943
LINC00641	ENSG00000258441.1	gene	processed_transcript	LINC00641	chr14	-0.142798291619517	6.86995158897006	-2.21067671353236	0.0282365954662329	0.0657664529670158	-4.11308325961329
IL7R	ENSG00000168685.14	gene	protein_coding	IL7R	chr5	-0.227302477098765	1.20834815547467	-2.06703669099845	0.0400692839986598	0.0857193071034374	-4.1132400052527
RP11-775D22.2	ENSG00000229196.3	gene	antisense	RP11-775D22.2	chr7	-0.223273248154193	1.19068574796974	-2.07050503989931	0.0397400100088103	0.0852364729074959	-4.11351249121228
KPNA5	ENSG00000196911.10	gene	protein_coding	KPNA5	chr6	-0.112096050114228	3.23554727644681	-2.17075184211602	0.0311743856270065	0.0708804739295512	-4.11362306312863
LENG8-AS1	ENSG00000226696.5	gene	antisense	LENG8-AS1	chr19	0.173655248305149	3.32976613691192	2.18091031419366	0.030402863105033	0.0695927800682523	-4.11390689279415
NPPB	ENSG00000120937.8	gene	protein_coding	NPPB	chr1	-0.26997568250568	1.43066640042526	-2.09679041934658	0.0373189788229428	0.0813557898680804	-4.11421356853754
RP11-356J5.12	ENSG00000250303.3	gene	lincRNA	RP11-356J5.12	chr11	-0.158209475089561	2.82375831545469	-2.1573261566728	0.0322199848678803	0.0727393738364599	-4.11502011925758
TAOK2	ENSG00000149930.17	gene	protein_coding	TAOK2	chr16	-0.103240081259878	5.76705181324396	-2.23040440412854	0.0268758921619619	0.0633910156847546	-4.11561099102137
LILRA5	ENSG00000187116.13	gene	protein_coding	LILRA5	chr19	-0.294270259820486	1.47232085793214	-2.07886918389189	0.0389554511566325	0.0839714828245654	-4.11570716349646
RPL36AP29	ENSG00000224683.1	gene	processed_pseudogene	RPL36AP29	chr7	-0.289633114039977	1.11860831731055	-2.06711566319921	0.0400617607603335	0.0857107491469323	-4.11572986572097
HNRNPA1L2	ENSG00000139675.11	gene	protein_coding	HNRNPA1L2	chr13	-0.10283868098578	3.79247767092594	-2.21411498688758	0.0279952238248004	0.0653857920377645	-4.11619544846588
ATF2	ENSG00000115966.16	gene	protein_coding	ATF2	chr2	-0.12511526106491	5.46341637610058	-2.23658602273935	0.0264614278690705	0.0626575708082224	-4.11635499031713
RP11-375N15.2	ENSG00000272267.2	gene	antisense	RP11-375N15.2	chr8	-0.226764877963221	2.28606856466497	-2.09414654523781	0.0375566316486759	0.081657984630231	-4.11649858404641
PAK1	ENSG00000149269.9	gene	protein_coding	PAK1	chr11	-0.331190484867519	6.1234291005121	-2.21211709609221	0.0281352594792403	0.0655881655574503	-4.11661093481029
DEPDC1B	ENSG00000035499.12	gene	protein_coding	DEPDC1B	chr5	-0.175465373864084	1.26720493863994	-2.07148770319988	0.0396471408410318	0.085100567857283	-4.11683093401265
RP11-1000B6.8	ENSG00000262728.5	gene	antisense	RP11-1000B6.8	chr15	-0.180429878859059	1.50011102049575	-2.08558485704873	0.0383351522553315	0.0829961278345893	-4.11721766271332
PPP1R27	ENSG00000182676.4	gene	protein_coding	PPP1R27	chr17	-0.215876787353026	1.06614405631326	-2.07158346470417	0.0396381005837375	0.0850933920395252	-4.11786295998416
DHH	ENSG00000139549.2	gene	protein_coding	DHH	chr12	-0.200475036601973	1.13517196793255	-2.06968078308575	0.0398180519718295	0.0853394295696452	-4.11797890806561
RP11-217B1.2	ENSG00000261441.1	gene	antisense	RP11-217B1.2	chr15	-0.18254318795604	1.22050799773624	-2.07045343691891	0.0397448920207386	0.0852364729074959	-4.11803898577121
RP11-399O19.9	ENSG00000261438.1	gene	sense_overlapping	RP11-399O19.9	chr10	-0.205792098177309	1.40263215229319	-2.06830265773734	0.0399488278520964	0.0855142514201571	-4.11836356047652
HNRNPCP7	ENSG00000228653.2	gene	processed_pseudogene	HNRNPCP7	chr7	-0.170857871122849	2.2348416070528	-2.1097212459693	0.03617515002494	0.0794710067816515	-4.11863601503185
SEC24A	ENSG00000113615.12	gene	protein_coding	SEC24A	chr5	-0.119910851171544	3.09775365489612	-2.17179238404923	0.0310945870222076	0.0707567622755622	-4.11878831939449
PGK1	ENSG00000102144.13	gene	protein_coding	PGK1	chrX	-0.192262151708144	7.04802340019112	-2.19585570388453	0.0292978503501306	0.0677840147412208	-4.12000558395662
LCP2	ENSG00000043462.11	gene	protein_coding	LCP2	chr5	-0.243550465393765	3.10593614515477	-2.13937007236116	0.033665659226659	0.0751879777995414	-4.12010659032539
MIR34AHG	ENSG00000228526.6	gene	lincRNA	MIR34AHG	chr1	-0.167805304880261	2.36731988307642	-2.09593440835106	0.0373957824112658	0.081424681051199	-4.12063692972873
FMR1-IT1	ENSG00000236337.1	gene	sense_intronic	FMR1-IT1	chrX	-0.199996412494573	1.23876049742956	-2.0735612321075	0.0394517855379277	0.0847934577860231	-4.12064537180668
RP11-443B20.1	ENSG00000271936.1	gene	antisense	RP11-443B20.1	chr2	-0.160745237581918	1.76487997798406	-2.08699444515615	0.0382060344210791	0.0827667008694556	-4.12070449213316
NAF1	ENSG00000145414.8	gene	protein_coding	NAF1	chr4	-0.115827779233791	3.21515558518359	-2.19525928784896	0.0293412710143991	0.0678457635221755	-4.12077849742245
TRIM6	ENSG00000121236.20	gene	protein_coding	TRIM6	chr11	-0.175382141015837	1.36730357933875	-2.07091438306962	0.0397013013770816	0.0851792471344265	-4.12087422426603
GLDC	ENSG00000178445.9	gene	protein_coding	GLDC	chr9	-0.189027580621203	3.37500574425839	-2.17639371081331	0.0307438282444401	0.0701291338071655	-4.12092750829983
MRC2	ENSG00000011028.13	gene	protein_coding	MRC2	chr17	0.212079825310166	3.88121214908432	2.19848959880537	0.0291067615383188	0.0674509484929323	-4.12093277805869
RP11-386G11.11	ENSG00000277672.1	gene	processed_pseudogene	RP11-386G11.11	chr12	-0.222606412525963	1.44043637788974	-2.08014261900326	0.0388371733664049	0.083805625543648	-4.12113823907474
MAOA	ENSG00000189221.9	gene	protein_coding	MAOA	chrX	-0.181249765839786	5.19034691916572	-2.24112249283115	0.0261608183526605	0.0620847357120786	-4.12122198984984
ARHGEF10	ENSG00000104728.15	gene	protein_coding	ARHGEF10	chr8	0.177914335430746	5.36137034110182	2.24065003934671	0.026191986131498	0.0621526404544373	-4.1214244113119
C12orf73	ENSG00000204954.9	gene	protein_coding	C12orf73	chr12	-0.103909484964755	3.83257991383707	-2.22151777214498	0.0274816148621411	0.0644708986207591	-4.12177862843405
PAX8-AS1	ENSG00000189223.14	gene	processed_transcript	PAX8-AS1	chr2	-0.370785639586682	2.82244200839497	-2.1390192863213	0.0336944495955037	0.0752373310075813	-4.12249967906821
ACTC1	ENSG00000159251.6	gene	protein_coding	ACTC1	chr15	-0.213941494594541	2.1400684216234	-2.13692131394966	0.033867081675858	0.0755508529426731	-4.12290812509813
PIK3AP1	ENSG00000155629.14	gene	protein_coding	PIK3AP1	chr10	-0.278171025399775	2.23171341327583	-2.1057043686052	0.0365272044614938	0.080056470997941	-4.12302239068153
ARMCX5-GPRASP2	ENSG00000271147.7	gene	processed_transcript	ARMCX5-GPRASP2	chrX	-0.155154699473258	3.90854955394671	-2.22230303743141	0.0274276163575933	0.0643814670506749	-4.1230243522839
RPL36P19	ENSG00000232540.1	gene	processed_pseudogene	RPL36P19	chr13	-0.211529492048955	0.907822621435994	-2.05692906181681	0.0410422030764803	0.0874392995491038	-4.12327354509351
GAST	ENSG00000184502.3	gene	protein_coding	GAST	chr17	-0.212311616094472	1.11701504227869	-2.05729934988125	0.0410062079023522	0.0873855687364656	-4.12341793258062
RPS4XP11	ENSG00000234335.1	gene	processed_pseudogene	RPS4XP11	chr10	-0.213609558047401	1.0765943524634	-2.06895517697811	0.0398868619607556	0.0854492693057308	-4.1235380329509
AC003005.2	ENSG00000268266.1	gene	lincRNA	AC003005.2	chr19	-0.228986593557131	1.31578317738311	-2.07636397934221	0.0391890370250947	0.0843489649397146	-4.12372741711108
ATP6V0A1	ENSG00000033627.16	gene	protein_coding	ATP6V0A1	chr17	-0.190618025804398	7.49397614748991	-2.1843404542665	0.0301461086193722	0.0691906853998587	-4.12383692938701
RP11-536C5.7	ENSG00000227741.1	gene	antisense	RP11-536C5.7	chr1	-0.159503898850712	1.59183671607176	-2.08297723678963	0.0385749950793237	0.0833433647349211	-4.12394912640779
TMEM100	ENSG00000166292.11	gene	protein_coding	TMEM100	chr17	-0.278626143554231	3.44094394690517	-2.1715862139933	0.0311103840439175	0.0707794692153089	-4.12413139967566
SAGE1	ENSG00000181433.9	gene	protein_coding	SAGE1	chrX	-0.259318176775177	0.990757193404112	-2.05700183735997	0.0410351265404455	0.0874331426845989	-4.12455895948834
RPSAP17	ENSG00000226855.1	gene	processed_pseudogene	RPSAP17	chr1	-0.201747759085859	0.967234978341513	-2.06650904981138	0.0401195804122394	0.0858042713985395	-4.12537360866144
RP11-170N16.3	ENSG00000273007.1	gene	antisense	RP11-170N16.3	chr4	-0.166642315005425	2.14963663408361	-2.11176519820292	0.0359971320082421	0.0791657074718007	-4.12545149496438
CTXN1	ENSG00000178531.5	gene	protein_coding	CTXN1	chr19	-0.375171331362404	10.1698811141685	-2.12075709778076	0.0352228953356951	0.0778641689548848	-4.12589764692813
MDH2	ENSG00000146701.11	gene	protein_coding	MDH2	chr7	-0.188738078912594	7.07526035247985	-2.19012285121779	0.0297175321916838	0.0684750031464784	-4.12605728292754
WWTR1	ENSG00000018408.14	gene	protein_coding	WWTR1	chr3	0.232687881175242	4.75907698717793	2.22704783444571	0.0271033006298107	0.0638048673752583	-4.12624773709517
RIOX2	ENSG00000170854.17	gene	protein_coding	RIOX2	chr3	0.0765657510971609	3.85032793105492	2.2088356742787	0.0283665804268952	0.0659744672389216	-4.12648049889614
FAM105A	ENSG00000145569.5	gene	protein_coding	FAM105A	chr5	-0.188629586866046	2.68786904009594	-2.13148906075453	0.0343176213056291	0.0763276100526517	-4.12675912043619
RP13-582O9.7	ENSG00000272172.1	gene	antisense	RP13-582O9.7	chr8	-0.252717257443281	2.40933149820159	-2.09360683666662	0.0376053042166405	0.0817199938898592	-4.1267906794541
OR7E14P	ENSG00000184669.7	gene	transcribed_unprocessed_pseudogene	OR7E14P	chr11	0.266462603904363	2.43466338988254	2.09278813302949	0.0376792406700275	0.0818587307350449	-4.12679519145025
FUNDC2P1	ENSG00000255883.1	gene	processed_pseudogene	FUNDC2P1	chr5	-0.20379784101802	1.24224250560296	-2.07509507077935	0.0393078070054712	0.084566181310736	-4.12688480495718
IGKV1-39	ENSG00000242371.1	gene	IG_V_gene	IGKV1-39	chr2	-0.267363398619915	0.937487341773803	-2.06161994901908	0.0405881970978671	0.086623757490448	-4.1272967913694
OXA1L	ENSG00000155463.12	gene	protein_coding	OXA1L	chr14	-0.117178514993254	5.9392806944881	-2.22560446024063	0.0272016030934241	0.0639682005860245	-4.1279906195868
RP11-98D18.7	ENSG00000236940.1	gene	processed_pseudogene	RP11-98D18.7	chr1	-0.205708021736418	1.07300765651604	-2.06598101841026	0.0401699680411379	0.0858893859250273	-4.12947906584737
ALDH1L1-AS2	ENSG00000246022.2	gene	antisense	ALDH1L1-AS2	chr3	-0.227770727285221	3.11397203171649	-2.150823230491	0.032737232212666	0.0736542315271096	-4.12993608759074
PIGR	ENSG00000162896.5	gene	protein_coding	PIGR	chr1	-0.229732453356737	0.987010105186134	-2.05818974875092	0.0409197638273712	0.0872454608013197	-4.13002951120146
ADAMTS17	ENSG00000140470.13	gene	protein_coding	ADAMTS17	chr15	-0.183509629474751	2.19837750897887	-2.09529527194588	0.0374532158038154	0.0815132606232067	-4.13017016161841
METAP2	ENSG00000111142.13	gene	protein_coding	METAP2	chr12	0.089248139020083	5.81585179791202	2.2307309783864	0.0268538555523626	0.063370931676914	-4.13028522877554
RNU4-78P	ENSG00000222872.1	gene	snRNA	RNU4-78P	chr3	-0.246439027256134	1.14473342662022	-2.0563102504405	0.0411024170635619	0.0875292610202592	-4.13052059443835
AC010729.2	ENSG00000236106.1	gene	lincRNA	AC010729.2	chr2	0.24461626976018	1.42609891300599	2.06269831244525	0.0404844367214069	0.0864326382442814	-4.13059397490092
ZNF616	ENSG00000204611.6	gene	protein_coding	ZNF616	chr19	-0.110420873025636	2.55949348280634	-2.11553893139977	0.0356704361654641	0.078553739310802	-4.13066341634545
AC073415.2	ENSG00000227470.1	gene	processed_pseudogene	AC073415.2	chr2	-0.223602345658312	1.17781168472946	-2.0684406855956	0.0399357133035147	0.0855010890472158	-4.13106534142038
RPS12P31	ENSG00000242325.1	gene	processed_pseudogene	RPS12P31	chr19	-0.193590402873892	1.0865513578652	-2.07091874274786	0.0397008892873634	0.0851792471344265	-4.13237149722814
RN7SL153P	ENSG00000244748.3	gene	misc_RNA	RN7SL153P	chr5	-0.219813877350231	0.932088042360569	-2.05084103859148	0.0416378903600432	0.0883756322480895	-4.13242306583104
ABCF1	ENSG00000204574.12	gene	protein_coding	ABCF1	chr6	0.0892174224694351	5.34647771966972	2.23353436217363	0.0266653344664591	0.0630238573507821	-4.13247388028237
RP11-844P9.2	ENSG00000283559.1	gene	transcribed_unprocessed_pseudogene	RP11-844P9.2	chr5	-0.157689565992096	1.39470760143626	-2.06810000213199	0.0399680895992595	0.085540431030083	-4.13273363670901
